Number,Symbol,Name,Details,Version,Token Address,Etherscan Link,Owner,Granularity,Total Supply,Transfers Frozen,Minting Frozen,Controller,Investor,Latest Checkpoint,Modules Attached (PermissionManager),Modules Attached (TransferManager),Modules Attached (STO),Modules Attached (Checkpoint),Modules Attached (Burn)
1,WE.R.LIVE,Polymath Test Token,0x00,2.0.0,0x34ca1fce2b676d483f6c498c4669be078f853b65,https://etherscan.io/token/0x34ca1fce2b676d483f6c498c4669be078f853b65,0xfD4c0F5848642FC2041c003cb684fc66B16217bc,1,"773,617",FALSE,FALSE,0x0000000000000000000000000000000000000000,23,4,0,1,0,1,0
2,ANN,Agent Not Needed,AgentNotNeeded STO,2.0.0,0x2739d364c690547b2f2a98d072f388a8920876ac,https://etherscan.io/token/0x2739d364c690547b2f2a98d072f388a8920876ac,0x27448B14A7c16c613b4e8Ef4Fdc26283955e994B,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
3,7PASS,7PASS,https://www.7passtoken.com/,2.0.0,0x13d74fc501cc63f94cc8778bdf4686222e324eaa,https://etherscan.io/token/0x13d74fc501cc63f94cc8778bdf4686222e324eaa,0x029023C27209275d383B9d882FF751bf73Fd7730,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
4,EXAT,Exacore Token,https://exacore.io/wp-content/uploads/2018/07/exacore-whitepaper-v0.1-1.pdf,2.0.0,0xf842e50c1c8823b993ccabbd89c43342497dd308,https://etherscan.io/token/0xf842e50c1c8823b993ccabbd89c43342497dd308,0xd87cC86789c79bb02043463efC94D8E76E328A98,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
5,BHG,BlackHorse Group,,2.0.0,0x890a29aaf5698dd27dd43ae87082dedb06cd87c4,https://etherscan.io/token/0x890a29aaf5698dd27dd43ae87082dedb06cd87c4,0x55bcB10966588F978e34C57cC9e52AE7121cC8A4,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
6,BHG,BlackHorse Group,,2.0.0,0xfedfe985ce3fb5b6d065966bec25b70a9380c97d,https://etherscan.io/token/0xfedfe985ce3fb5b6d065966bec25b70a9380c97d,0x55bcB10966588F978e34C57cC9e52AE7121cC8A4,1,"1,000,000,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,1,0,0,1,0,0,0
7,RMT,renmintoken,,2.0.0,0x946546ef7d6adca5239e12da9f5b32a4a4f973b7,https://etherscan.io/token/0x946546ef7d6adca5239e12da9f5b32a4a4f973b7,0xD52d25C8B6e3704AAb3D8bE8e1A33a5da070C2a9,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
8,BUFF,Buffalo Chicken,,2.0.0,0x2bc5ad80b9ff6308af27bfd826654bee02dcbf95,https://etherscan.io/token/0x2bc5ad80b9ff6308af27bfd826654bee02dcbf95,0x212bc2ED72CBC59E9856E8008fD52CaFF627aCB4,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
9,RMT,renmintoken,,2.0.0,0x946546ef7d6adca5239e12da9f5b32a4a4f973b7,https://etherscan.io/token/0x946546ef7d6adca5239e12da9f5b32a4a4f973b7,0xD52d25C8B6e3704AAb3D8bE8e1A33a5da070C2a9,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
10,CRYP,CRYP Token,,2.0.0,0xb9864a507040d0aa0d5d7eb892aab759df935a7f,https://etherscan.io/token/0xb9864a507040d0aa0d5d7eb892aab759df935a7f,0x8f28E1cC162427b1731D6e1365F546398a7e2Ed4,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
11,ITALY,ITALY,,2.0.0,0x87513cf9af5c4bc86b31ec39ab179f25d54802b7,https://etherscan.io/token/0x87513cf9af5c4bc86b31ec39ab179f25d54802b7,0x9cCA7aF95C6e276ae8078DB81a3e44814a16b28b,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
12,SLASH,SLASH COFFEE TOKEN,https://www.slash.coffee/token,2.0.0,0xa7a44ad31f75f75a70f7822a9270f6fc8b1e0ba2,https://etherscan.io/token/0xa7a44ad31f75f75a70f7822a9270f6fc8b1e0ba2,0xcAae790A10E8F8f13C55461FCAbB6769998b899A,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
13,TRANXIT,Tranxit Tech Tokens,,2.0.0,0xcdd8ad93d9e33fd876dce674c45d64ac5332c7d6,https://etherscan.io/token/0xcdd8ad93d9e33fd876dce674c45d64ac5332c7d6,0x4784B5c52545f8152001c0358Fef15B5C72231f1,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
14,FACT,Factom,https://www.factom.com/,2.0.0,0x744bd57fb129a517ddf501fd6117f3121c1228ce,https://etherscan.io/token/0x744bd57fb129a517ddf501fd6117f3121c1228ce,0x5D9e154076A1F5A51510Fcd6ea028326C2de0907,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
15,MSC,Music,,2.0.0,0x4e8964047bc37bcbbbb532f4aa468499c4ff039d,https://etherscan.io/token/0x4e8964047bc37bcbbbb532f4aa468499c4ff039d,0xD52d25C8B6e3704AAb3D8bE8e1A33a5da070C2a9,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
16,MSC,Music,,2.0.0,0x073de7607903e5eec5181e88d655fa50c797344b,https://etherscan.io/token/0x073de7607903e5eec5181e88d655fa50c797344b,0xD52d25C8B6e3704AAb3D8bE8e1A33a5da070C2a9,1,"100,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,1,0,0,1,0,0,0
17,LAND,William Penn,,2.0.0,0x6368c00f01988cbe01ca81ae51cb1db64deb1e6b,https://etherscan.io/token/0x6368c00f01988cbe01ca81ae51cb1db64deb1e6b,0x3d47BA637D342B25Af7cCd6E0e47DF47ae1D1Efb,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
18,GSE,Galactic Systems Equity Token,,2.0.0,0xaa876ecc990a79b8fa6d896c78977d4a1f0b6998,https://etherscan.io/token/0xaa876ecc990a79b8fa6d896c78977d4a1f0b6998,0xA912709f8E0E16ABC8FAC2d575bdB8374a839977,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
19,GSE,Galactic Systems Equity Token,,2.0.0,0xe1c2fbf0a65c2262452b0ecd5a1783680f99f32d,https://etherscan.io/token/0xe1c2fbf0a65c2262452b0ecd5a1783680f99f32d,0xA912709f8E0E16ABC8FAC2d575bdB8374a839977,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
20,BLABS,Blockchain Labs Asia,https://www.blabs.asia/investor,2.0.0,0xfbf8e2727dc3d986069c19b13d41e34d3601a0b8,https://etherscan.io/token/0xfbf8e2727dc3d986069c19b13d41e34d3601a0b8,0xbE95Ea3B00285D580CfD737d626082c0514BF675,1.00E+18,0,TRUE,FALSE,0xbE95Ea3B00285D580CfD737d626082c0514BF675,0,0,0,1,0,0,0
21,SONATA,Sonata Capital,https://www.sonata.capital/investor,2.0.0,0xcb9f71f32300f15e771555fafd30e25e239959e0,https://etherscan.io/token/0xcb9f71f32300f15e771555fafd30e25e239959e0,0x9f86C2105849F8aF776F841e312f20122c05F40F,1.00E+18,0,TRUE,FALSE,0x9f86C2105849F8aF776F841e312f20122c05F40F,0,0,0,1,0,0,0
22,BKYA,Bookya,https://www.bookya.com/investor/,2.0.0,0x0f133cc70162f6eb373b3b3cc2bd2932bf8e2ade,https://etherscan.io/token/0x0f133cc70162f6eb373b3b3cc2bd2932bf8e2ade,0xeE8f150257b3ff397CDcb3eB14b6fd5763cc7244,1.00E+18,0,TRUE,FALSE,0xeE8f150257b3ff397CDcb3eB14b6fd5763cc7244,0,0,0,1,0,0,0
23,CNODE,CryptoNode,https://www.cryptonode.me/investor/,2.0.0,0xc94aa079c114d02c484dd55256d854d71feeca70,https://etherscan.io/token/0xc94aa079c114d02c484dd55256d854d71feeca70,0x1A9638cd2b54B213717031ccab15Af672cA4e506,1.00E+18,0,TRUE,FALSE,0x1A9638cd2b54B213717031ccab15Af672cA4e506,0,0,0,1,0,0,0
24,EGX,Enegra,https://www.enegra.com/investor/,2.0.0,0xa19bbef64eff0d060a653e4df10a57b6d8006d3e,https://etherscan.io/token/0xa19bbef64eff0d060a653e4df10a57b6d8006d3e,0x2e31AE306D7CDd0bc9e75d38Ad19A26F0e337842,1.00E+18,0,TRUE,FALSE,0x2e31AE306D7CDd0bc9e75d38Ad19A26F0e337842,0,0,0,1,0,0,0
25,NTVL,Nottingham Village,https://www.nottinghamvillageapts.com,2.0.0,0x8565feeb18eec43d7a706d8061326e3084a1e8de,https://etherscan.io/token/0x8565feeb18eec43d7a706d8061326e3084a1e8de,0x3AE1f3D1B5546D62035A2c5112e854f292ACf2FA,1.00E+18,0,TRUE,FALSE,0x3AE1f3D1B5546D62035A2c5112e854f292ACf2FA,0,0,0,1,0,0,0
26,EXRP,ExBank,https://drive.google.com/file/d/0B0TCleY_7leDTzd1MXlOR1JrWEMzMmNVNEZmV3FkRkVVUzNF/view?usp=sharing,2.0.0,0x21746ad0eb4a872bc88cd96a64b5c2882a819c0f,https://etherscan.io/token/0x21746ad0eb4a872bc88cd96a64b5c2882a819c0f,0xADb7f88443cFad5A6852133e177402c1aCb866Fe,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
27,DECS,DAREX Share,,2.0.0,0xb1e71c54bd7e2f0e2e96a0efa1c78a9f6f1298af,https://etherscan.io/token/0xb1e71c54bd7e2f0e2e96a0efa1c78a9f6f1298af,0xe619Bd7a7e8fB0856A0E52416e9cDB4f05E5DebA,1.00E+18,"99,000,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,1,0,0,1,0,0,0
28,JET,Jetline,,2.0.0,0x8818df555f8287d11e535555cd070a672110a13a,https://etherscan.io/token/0x8818df555f8287d11e535555cd070a672110a13a,0x8f2FbD03AEA3e71409A583Bc54118cA56993147D,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
29,GLX,GLX,https://drive.google.com/drive/folders/1IEkDKYWfhGpKTRYUyY-b1mjGGndNhzh0?usp=sharing,2.0.0,0x5c6e88b41bd8b18443a672ecc64cb339f577e82c,https://etherscan.io/token/0x5c6e88b41bd8b18443a672ecc64cb339f577e82c,0xC6860754aC59C9EC82B2dB3147862d59685f164f,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
30,BRIXCORP,BRIX International Limited,https://www.brix.international/corporate/investor/,2.0.0,0x1ae4167599f37d8b60e3272ec80df948ad1e1874,https://etherscan.io/token/0x1ae4167599f37d8b60e3272ec80df948ad1e1874,0x8B8c315DC26413520DD53826a4c0C9d947c3Ba70,1.00E+18,0,TRUE,FALSE,0x8B8c315DC26413520DD53826a4c0C9d947c3Ba70,0,0,0,1,0,0,0
31,KEEPTOKEN,KEEP EXCHANGE TOKEN,,2.0.0,0x826af12508fcbcde2cf3c8836e6b536f224af62b,https://etherscan.io/token/0x826af12508fcbcde2cf3c8836e6b536f224af62b,0x8A1d0a7c9682019C204bF08C0Ecc75C13675be58,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
32,SAAKO,SAAKO,,2.0.0,0x93b49f162789ba97e725e1c58508bcb1a80aaf85,https://etherscan.io/token/0x93b49f162789ba97e725e1c58508bcb1a80aaf85,0x774FB4524D82Bf595852A9B3Ef04F466AEe77161,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
33,X,GLX,https://drive.google.com/drive/folders/1h5ifTjYBZu-RAOVyGb2feQrJIG8Dh9qa?usp=sharing,2.0.0,0xc5bfe5e7e90750cd61390369734adba76a438701,https://etherscan.io/token/0xc5bfe5e7e90750cd61390369734adba76a438701,0xC6860754aC59C9EC82B2dB3147862d59685f164f,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
34,CLT,Calidris Token,,2.0.0,0x82ab77961103b28384a44f1f169f69ac177b80cd,https://etherscan.io/token/0x82ab77961103b28384a44f1f169f69ac177b80cd,0x45D80dcf9dC5E403d56bAe7511d44319Dad76Bbe,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
35,LOVE,Love Kombucha,,2.0.0,0x2b78d40730af10092084512f11218d6148e37e66,https://etherscan.io/token/0x2b78d40730af10092084512f11218d6148e37e66,0x44F97283227fDFf79c48658A9435e7a13019037f,1,"144,122,222",FALSE,FALSE,0x0000000000000000000000000000000000000000,5,0,0,1,0,0,0
36,PYA,Predya,https://predya.io,2.0.0,0x03a1cd0476a710810f5c0bf40f6468bf72065e79,https://etherscan.io/token/0x03a1cd0476a710810f5c0bf40f6468bf72065e79,0x20b0daD4d4a3b12d515bEEb90c096A16Fae33B93,1.00E+18,"260,000,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,1,0,0,1,0,0,0
37,RGTST,Retail.Global ST,,2.0.0,0xa0fbe094d9dfee63ba897397bd1288f51a265d1b,https://etherscan.io/token/0xa0fbe094d9dfee63ba897397bd1288f51a265d1b,0xA32E2d4AE94615B49B270c9E102f94a3D26157Fe,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
38,BLANK,Blanklee,,2.0.0,0x3720a9aea826bd16b4148d1c57f2ef65e19d65f1,https://etherscan.io/token/0x3720a9aea826bd16b4148d1c57f2ef65e19d65f1,0xf15D7500FD1Efb28111dbb9a2CeC1831911Edeea,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
39,PERRY-A,perry-a,,2.0.0,0x687215e8a4ad864b2d4cc2097bceef82e3cdbc8f,https://etherscan.io/token/0x687215e8a4ad864b2d4cc2097bceef82e3cdbc8f,0x869bdDe33E9737f569f1B66a4840c8aF4281cc0C,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
40,DBX-A,Communal Crypto-Investment Fund - A,https://docs.google.com/presentation/d/1AbJSvFvu-FFhBcro3FuFIeFT9QoLUmnXNMwLEpGIs80/edit?usp=sharing,2.0.0,0x916c94557efe51452ec2d59b14e09dee301b9f62,https://etherscan.io/token/0x916c94557efe51452ec2d59b14e09dee301b9f62,0x36e35A4913F964284674b1E48c597E92545cA7ab,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
41,RISEPIC-A,Risepic,,2.0.0,0x27305874d87ef2dd3cde3750dd55b882a2c22b92,https://etherscan.io/token/0x27305874d87ef2dd3cde3750dd55b882a2c22b92,0xeC615449e4F38647F4B04425503fEfF069Bee571,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
42,VEGAN,VEGAN,,2.0.0,0x20b8302e6fa0abe046873de13621864a0369fc80,https://etherscan.io/token/0x20b8302e6fa0abe046873de13621864a0369fc80,0x44F97283227fDFf79c48658A9435e7a13019037f,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
43,KIZGLOBAL,KIZUNA GLOBAL TOKEN,,2.0.0,0x1c66252a18f6bcb42c497799a734df83637e0e49,https://etherscan.io/token/0x1c66252a18f6bcb42c497799a734df83637e0e49,0x32296c3b8653a5f00C08216dCAd03882A8BE768E,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
44,SEPAT,SEPA Token,https://www.asepas.com/STO/,2.0.0,0x523662a19de758e13589bb01c85736a26bb73bd1,https://etherscan.io/token/0x523662a19de758e13589bb01c85736a26bb73bd1,0xF7Fa305e3609f1a94Ee025c86aF51D9F2b2648E4,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
45,MJKJ,YLB,,2.0.0,0xde42136a72bd747fe8f81b7745d351dd6036a3fe,https://etherscan.io/token/0xde42136a72bd747fe8f81b7745d351dd6036a3fe,0xADC283F41BC4B9bD698827e8c85dF80B5fbb76cF,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
46,TCX,ThoreCashX,https://www.thorecash.com/,2.0.0,0xdde7f52d7ef6753c73a8f8bc62b6d16e94d8fb91,https://etherscan.io/token/0xdde7f52d7ef6753c73a8f8bc62b6d16e94d8fb91,0x1e3ae713abc1370886D35ec2b725C66f7DE3651D,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
47,MINDS,Roswell,https://roswellminds.com,2.0.0,0x7310d00023109032c7958c0d78f9432c31cab5f2,https://etherscan.io/token/0x7310d00023109032c7958c0d78f9432c31cab5f2,0x364C6e2f26f9f692af927a4c1D76E07975d5FDAC,1.00E+18,"3,000,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,2,0,0,1,0,0,0
48,OX,Ox token,,2.0.0,0x17099226dfb3acba3817d1408755e2aefbdb45ea,https://etherscan.io/token/0x17099226dfb3acba3817d1408755e2aefbdb45ea,0xAc4BA9E98E97294C7D3E3e2d19C7a936e187B1BF,1,"1,500",FALSE,FALSE,0x0000000000000000000000000000000000000000,2,0,0,1,1,0,0
49,ANGUS,Angus Token,,2.0.0,0x0b5b98b07f7967e458339f8b42c8ad0ee099b5c9,https://etherscan.io/token/0x0b5b98b07f7967e458339f8b42c8ad0ee099b5c9,0x7A218b4687Cc8a30905132a5cB6e9dF84D8914f3,1,120,FALSE,FALSE,0x0000000000000000000000000000000000000000,1,0,0,1,1,0,0
50,KOBE,Kobe Token,https://www.thekobebeef.io,2.0.0,0xc03e71af4c4e5b8cfa7b38270efb55f5027ad075,https://etherscan.io/token/0xc03e71af4c4e5b8cfa7b38270efb55f5027ad075,0x7A218b4687Cc8a30905132a5cB6e9dF84D8914f3,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,3,0,0,0
51,JD-1113-00,Mint test token,,2.0.0,0x083bcb6fa4199fb26728c0f51236532141e00c75,https://etherscan.io/token/0x083bcb6fa4199fb26728c0f51236532141e00c75,0xf55bcAA8a8AcF4aBA2edF74A50509358B96155b0,1,"768,900",FALSE,FALSE,0x0000000000000000000000000000000000000000,4,0,0,1,0,0,0
52,CAMMAZOL,Le Token des Cammazols,,2.0.0,0x28f02eff31e057c09af893ff1e9d44d36a76fb82,https://etherscan.io/token/0x28f02eff31e057c09af893ff1e9d44d36a76fb82,0x7b15A272bf8B30321420106C528821dF5E6E8750,1,"9,992,590",TRUE,FALSE,0xfa6Ce6DF6B032c5fB2815eeC1401341323fB07Eb,10,1,1,1,0,1,0
53,BRANGUS,Brangus token,,2.0.0,0xa26247958a7fde72f5b1d8e97c94b9b9f79a0eef,https://etherscan.io/token/0xa26247958a7fde72f5b1d8e97c94b9b9f79a0eef,0x7A218b4687Cc8a30905132a5cB6e9dF84D8914f3,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,1,0
54,RIN,Riven token,,2.0.0,0xb2ffb80c0ffe350e6ffcbff196975c382fbfe3c2,https://etherscan.io/token/0xb2ffb80c0ffe350e6ffcbff196975c382fbfe3c2,0xB1a2827857ba058B09d3BFf36F3fA55c8e73f94b,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
55,NEST,Nordic Energy Security Token,https://www.nordicenergy.co,2.0.0,0x27531732d072b796cf002a0c57b19df60788170f,https://etherscan.io/token/0x27531732d072b796cf002a0c57b19df60788170f,0x61733B01Ac9F316700604c0CD8B5FAa50c0c08a7,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
56,RMT,renmintoken,,2.0.0,0x8ac6f49fc95b9dbd195f57737560e3144ec0f8f8,https://etherscan.io/token/0x8ac6f49fc95b9dbd195f57737560e3144ec0f8f8,0xD52d25C8B6e3704AAb3D8bE8e1A33a5da070C2a9,1,"40,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,4,0,0,1,0,0,0
57,XHOR,ThorX Project,,2.0.0,0x312da12c455db69e862cf58f4a7141e0cf5714cb,https://etherscan.io/token/0x312da12c455db69e862cf58f4a7141e0cf5714cb,0x747577EaEd962446b0882a7ACaFB8B02A4805883,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
58,CTEST,CTEST TOKEN,,2.0.0,0x1326df76bb578a8426f0560c896651037e4ce1f2,https://etherscan.io/token/0x1326df76bb578a8426f0560c896651037e4ce1f2,0xDd5b50928e98d5Ff2184063706581466F1123c3a,1,"258,300",FALSE,FALSE,0x0000000000000000000000000000000000000000,5,0,0,1,0,0,0
59,BEEFALO,Beefalo Token,,2.0.0,0xcf5b6b12a97dc4111663eea9d66e552812943b88,https://etherscan.io/token/0xcf5b6b12a97dc4111663eea9d66e552812943b88,0x7A218b4687Cc8a30905132a5cB6e9dF84D8914f3,1,"66,855",FALSE,FALSE,0x0000000000000000000000000000000000000000,1,0,0,1,1,0,0
60,BUY,buying.com,https://www.buying.com/faqs,2.0.0,0x0d7f0fa3a79bfedbab291da357958596c74e27d7,https://etherscan.io/token/0x0d7f0fa3a79bfedbab291da357958596c74e27d7,0xF3fA60cD31e6e7667D623Bc80e9C45c5CA0b4F84,1,"50,000,000",FALSE,FALSE,0xF3fA60cD31e6e7667D623Bc80e9C45c5CA0b4F84,31,0,0,1,0,0,0
61,KIZGT,KIZUNA GLOBAL TOKEN,,2.0.0,0xed9b63d184a36150f2ea1293ab7fd05877a7009d,https://etherscan.io/token/0xed9b63d184a36150f2ea1293ab7fd05877a7009d,0x8A1d0a7c9682019C204bF08C0Ecc75C13675be58,1,"150,000,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,2,0,0,1,0,0,0
62,JTSN,Jetson,,2.0.0,0x7c22661be85d2201636e55d6a230efa79b6198bc,https://etherscan.io/token/0x7c22661be85d2201636e55d6a230efa79b6198bc,0xd730f31d169aaabd069F372716d8a009cff1204F,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
63,NOTE,NOTE,,2.0.0,0x9d07a09d7a41d3f731091ff69719b1b2e608c421,https://etherscan.io/token/0x9d07a09d7a41d3f731091ff69719b1b2e608c421,0x06E8ef33C5EB6229E7AF8e992E3Bf164d4406d48,1.00E+18,"20,000,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,2,0,0,1,0,0,0
64,AW,AW Coin,,2.0.0,0xe678b4fedb6e677863c5a30f1b00dbc86ae92da4,https://etherscan.io/token/0xe678b4fedb6e677863c5a30f1b00dbc86ae92da4,0x54e93851429a49D847E3F9f395890d1aC7286eb4,1.00E+18,"40,000,000,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,49,0,0,1,1,0,0
65,SWRD,Sword Token,,2.0.0,0xa66f485b542bfd4df04d51565492605fbaac01b0,https://etherscan.io/token/0xa66f485b542bfd4df04d51565492605fbaac01b0,0x3CB2110e01F5c1d7fd29017a77eeBF0a373B6e65,1,"100,000,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,1,0,0,1,0,0,0
66,B1X,BUILDCash,,2.0.0,0xb2f16515c9e7abb1ed46c717eda6c855494cfc5f,https://etherscan.io/token/0xb2f16515c9e7abb1ed46c717eda6c855494cfc5f,0x6E5aa7f98Edd494c4991cC19Ffb31821C7591BE9,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
67,NUCOIN,NUCOIN,https://crypto.farm,2.0.0,0xb72cf29cf23a477f50d3c4f93a7e56df3058386e,https://etherscan.io/token/0xb72cf29cf23a477f50d3c4f93a7e56df3058386e,0x485F34Acbe57612d67EC52c4d7eD68F40BAd55A6,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
68,QRY,Quarry Token,,2.0.0,0x7196114117c14c398258ad536480d0f40a8969e0,https://etherscan.io/token/0x7196114117c14c398258ad536480d0f40a8969e0,0xC4aad2De7a1657B085032c09eBB895FEF00B02E3,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
69,MBTX,MinedBlock Token,https://www.minedblock.io,2.0.0,0x20c187414fa2e2212aad227223fe323499ed70ff,https://etherscan.io/token/0x20c187414fa2e2212aad227223fe323499ed70ff,0xAa4067569c0d9039C470CccC9415f5F0781E1bfA,1,"5,401,125",FALSE,FALSE,0x0000000000000000000000000000000000000000,133,0,0,1,1,0,0
70,MHST,Minthealth Security Token,,2.0.0,0xa7c802c6eb806365d815873daf328969a2fe7984,https://etherscan.io/token/0xa7c802c6eb806365d815873daf328969a2fe7984,0x3Bb4110E3487AE4dAfc828D4fBfe1316d14A54A1,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
71,OVIS,OVIS Token,,2.0.0,0x8f276d5a98ccdf76154f56493a8ee79ca8bc7a91,https://etherscan.io/token/0x8f276d5a98ccdf76154f56493a8ee79ca8bc7a91,0x04FBfd2240C7BCa738c07Db5E0F58e71376Db82B,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
72,NEW,NUCOIN,https://nuclear.crypto.farm,2.0.0,0xe9fd84b6a1ff3ec02ca78a4cfbca8048693516e7,https://etherscan.io/token/0xe9fd84b6a1ff3ec02ca78a4cfbca8048693516e7,0x485F34Acbe57612d67EC52c4d7eD68F40BAd55A6,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
73,KGT,KIZUNA GLOBAL TOKEN,,2.0.0,0xf3e0b9368993640287eeed970945fdf57da53ed1,https://etherscan.io/token/0xf3e0b9368993640287eeed970945fdf57da53ed1,0x8A1d0a7c9682019C204bF08C0Ecc75C13675be58,1,"150,000,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,286,0,0,1,0,0,0
74,TRBN,Tribute Contracting Token,,2.0.0,0xa174a90cd6112f261187498dea56024c47397c7e,https://etherscan.io/token/0xa174a90cd6112f261187498dea56024c47397c7e,0xc50FeCbA14563275a0318F41FC22e8E30B6b851a,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
75,XS,GLX Class B Equity Tokens,https://drive.google.com/drive/folders/1THgliuMt61FLJJSdX7ia46DRZri30jtt?usp=sharing,2.0.0,0x3bd5216d0c9ec5d8617e9cba8384cf9efd1bf35a,https://etherscan.io/token/0x3bd5216d0c9ec5d8617e9cba8384cf9efd1bf35a,0xC6860754aC59C9EC82B2dB3147862d59685f164f,1.00E+18,"100,000,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,2,0,0,1,0,0,0
76,XA,GLX Class A Equity Tokens,https://drive.google.com/drive/folders/1in_1o0Xkieb1SN8dhnevOxadGw9gN-jl?usp=sharing,2.0.0,0x06b3ef69de6e4669782db564d7e013f301e199c0,https://etherscan.io/token/0x06b3ef69de6e4669782db564d7e013f301e199c0,0xC6860754aC59C9EC82B2dB3147862d59685f164f,1.00E+18,"50,000,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,2,0,0,1,0,0,0
