Number,Symbol,Name,Details,Version,Token Address,Etherscan Link,Owner,Granularity,Total Supply,Transfers Frozen,Minting Frozen,Controller,Investor,Latest Checkpoint,Modules Attached (PermissionManager),Modules Attached (TransferManager),Modules Attached (STO),Modules Attached (Checkpoint),Modules Attached (Burn)
77,WNDR,Wndr Power,https://wndr.how/,2.0.0,0xcda1b8368e861bea7a751d079c4b34e6c009e830,https://etherscan.io/token/0xcda1b8368e861bea7a751d079c4b34e6c009e830,0x2D1A3b6537b219dbD0914E30308d129B71aF678B,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
78,IDGT,Indigen ST,https://indigen.foundation,2.0.0,0x9021c637dd1190a152bea0a13fc7c128a7563825,https://etherscan.io/token/0x9021c637dd1190a152bea0a13fc7c128a7563825,0x1bFF34390c6a39E7AB171a46A3682dfe4F8a1ac7,1,"10,000,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,2,0,0,1,0,0,0
79,BNYX,Bitcoin New York Exchange,,2.0.0,0xde1580c38cfb1cb7f2827be930949938f40a78c7,https://etherscan.io/token/0xde1580c38cfb1cb7f2827be930949938f40a78c7,0xa5717282D3b4dACcC800af679A1b389A6aD000fa,1,"5,000,100",FALSE,FALSE,0x0000000000000000000000000000000000000000,3,1,1,1,1,1,0
80,TIANA,Tiana,https://www.tianalaurence.com,2.0.0,0xd76b62a71dff9aa342c35eb7bd0ac12efe47af6b,https://etherscan.io/token/0xd76b62a71dff9aa342c35eb7bd0ac12efe47af6b,0xD823eC40f0D27dCc0F17cf056F893Ccec7b84e28,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
81,DCAP,DIGITAL CAPITAL INDONESIA,http://www.digitalcap.online,2.0.0,0xeae42a928108fbc205a10e1af313b59f3fab982c,https://etherscan.io/token/0xeae42a928108fbc205a10e1af313b59f3fab982c,0x72E9673C56f98846A1E8027497D63dc9FA04a85C,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
82,INR,Insure Network,https://www.insurenetwork.io/,2.0.0,0x0c8680135446be0b34de4eee4ca1e4ae77d858a7,https://etherscan.io/token/0x0c8680135446be0b34de4eee4ca1e4ae77d858a7,0x3491445AB0DD961219eC776371ED55f0dcd73a67,1.00E+18,"500,070,009",FALSE,FALSE,0x0000000000000000000000000000000000000000,440,0,0,1,0,1,0
83,VPNSTK,VPNstack,https://www.vpnstack.io/investor,2.0.0,0xf05b1660b470f4612efea5c760693ca82eacee3e,https://etherscan.io/token/0xf05b1660b470f4612efea5c760693ca82eacee3e,0x88cfD220D5f72bd747C340053011EF3f9E559Cac,1.00E+18,0,TRUE,FALSE,0x88cfD220D5f72bd747C340053011EF3f9E559Cac,0,0,0,1,0,0,0
84,ROBOT,RobotInfra,https://www.robotinfra.com/investor,2.0.0,0xdd9e590967b2ca30aaf71c016afe168e95fec3eb,https://etherscan.io/token/0xdd9e590967b2ca30aaf71c016afe168e95fec3eb,0xBB1BCd6B6735888cBfb5cadeB6A241B75a691734,1.00E+18,0,TRUE,FALSE,0xBB1BCd6B6735888cBfb5cadeB6A241B75a691734,0,0,0,1,0,0,0
85,MINERAL,MineralCoin,https://www.dropbox.com/sh/zjkw0wlj43pfd6n/AADViXRJoVI4z_gxY0_EHqfJa?dl=0,2.0.0,0x569bcf6d069638cd3aed968b3f883eec6195f160,https://etherscan.io/token/0x569bcf6d069638cd3aed968b3f883eec6195f160,0xa71b861416F8bF23faAa0110f0350477F6aAD9c9,1,"105,710,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,44,0,0,2,0,0,0
86,PAL,TradingPal,http://www.tradingpal.com,2.0.0,0xc01d80ad69434fa2e653ac8f1778da20d89ed64e,https://etherscan.io/token/0xc01d80ad69434fa2e653ac8f1778da20d89ed64e,0x218b79d2AE8bD6fCf155FC51757e829c453f6ea1,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
87,CHRIS,Chris Token,,2.0.0,0xb27600ff30d8010fc57ad6a65c139309d1419a0f,https://etherscan.io/token/0xb27600ff30d8010fc57ad6a65c139309d1419a0f,0x1E149B41A8815d0E6c28cd0d5fc61f8eA81F9454,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
88,RSF,Royal Sting(RSF) - Shares,https://royalsting.com/#tokens,2.0.0,0xf997178d24888a379654535101f38534004700c6,https://etherscan.io/token/0xf997178d24888a379654535101f38534004700c6,0x5ccA2d7c47CAAcf4b4EcD658c20494189EF3a3ED,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
89,ASLT,ASLine Token,http://aslineltd.com/sto/index.html,2.0.0,0x4d65ea5f9ba5c1472ee2e6985c78c2ca82eb76f6,https://etherscan.io/token/0x4d65ea5f9ba5c1472ee2e6985c78c2ca82eb76f6,0x75DaF3d61bd77438414c5583F4af68245b1C4Db9,1.00E+18,"1,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,2,0,0,1,0,0,0
90,JOYA1,Joya - Mexico Solar Portfolio,https://drive.google.com/drive/folders/1nBm5J2QqS8Ylanu6eu-kC9EpvzKAStBR,2.0.0,0x34a094bfe17b13d646dc2d73659ef476037395d0,https://etherscan.io/token/0x34a094bfe17b13d646dc2d73659ef476037395d0,0xeA530367E9f37458ab780fBD6704cF217E7014dC,1,"1,000,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,6,1,0,1,0,2,0
91,EMI,Elite Mining Token,,2.0.0,0x13c85756a1327316f3bf6f3fdb13410bfd1e2bcd,https://etherscan.io/token/0x13c85756a1327316f3bf6f3fdb13410bfd1e2bcd,0x2E50a6b2028F0eF95B99444c6602Bb5DBBa9c071,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
92,BOB-S,BOB-S Token,https://bobsrepair.com/tokensale/,2.0.0,0x43fe78b8dc630c13d234285a60e377cdaaa2e8b9,https://etherscan.io/token/0x43fe78b8dc630c13d234285a60e377cdaaa2e8b9,0xa26D9A7898a9d08BAe5d42694CFe737EC1335d7C,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
93,AFK,AFK Collection,https://www.afkcollection.com/investor,2.0.0,0x5f5ed0dc43f1c541a1a5694431376cbafbac76be,https://etherscan.io/token/0x5f5ed0dc43f1c541a1a5694431376cbafbac76be,0xA226Ca33fD5F7875C9Ac9630367810AA5A7e26C3,1.00E+18,0,TRUE,FALSE,0xA226Ca33fD5F7875C9Ac9630367810AA5A7e26C3,0,0,0,1,0,0,0
94,PI,Pivent,https://pivent.com/invest,2.0.0,0xb162dcc0cf90d1893d59eeb0337ffc9ef2e8c25e,https://etherscan.io/token/0xb162dcc0cf90d1893d59eeb0337ffc9ef2e8c25e,0xC7116AC565Fd7CC0BcE48685D33924F55C9BD6Ac,1.00E+18,"500,000,000",FALSE,FALSE,0x0000000000000000000000000000000000000000,2,0,0,1,0,1,0
95,XX,GLX.com Common Equity Tokens - Reg S,https://drive.google.com/drive/folders/1tOs7wz10TkzIp1XX9ZU08phja4sbKAq8?usp=sharing,2.0.0,0x9a8b83bc3315fee8f3a1482642a3c52143af0fa2,https://etherscan.io/token/0x9a8b83bc3315fee8f3a1482642a3c52143af0fa2,0xC6860754aC59C9EC82B2dB3147862d59685f164f,1,"1,001,050",FALSE,FALSE,0x0000000000000000000000000000000000000000,2,0,0,1,1,0,0
96,FLETCH,fletch,http://task.cat,2.0.0,0xad675b7bddd79ced4266f9666c356cd04a662eff,https://etherscan.io/token/0xad675b7bddd79ced4266f9666c356cd04a662eff,0x25e32Db149DC1c00F6948bA479C3482A68bb5DeF,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
97,MOBITOKEN,MOBITOKEN,,2.0.0,0xb3f1022baa68531303fe09857bcdeed31c7a70b7,https://etherscan.io/token/0xb3f1022baa68531303fe09857bcdeed31c7a70b7,0xFf56B47A8214a9360b7b907Cc0F1b64077231968,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
98,NU,NuCoin Enterprises,https://nucoin.ca,2.0.0,0xd143dfa75fc98cc4be1f165208768d3fd417874f,https://etherscan.io/token/0xd143dfa75fc98cc4be1f165208768d3fd417874f,0x485F34Acbe57612d67EC52c4d7eD68F40BAd55A6,1.00E+18,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,2,0,0,0
99,FARM,crypto.farm corp token,https://crypto.farm,2.0.0,0x43bacbba52e24fc1380a5a8a6cf31d5c7cdb40ab,https://etherscan.io/token/0x43bacbba52e24fc1380a5a8a6cf31d5c7cdb40ab,0x485F34Acbe57612d67EC52c4d7eD68F40BAd55A6,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
100,ABODS,ABODS.TECH,https://abods.tech,2.0.0,0x25c0147420b79df4daaee9fbfaf27b003c84782f,https://etherscan.io/token/0x25c0147420b79df4daaee9fbfaf27b003c84782f,0x485F34Acbe57612d67EC52c4d7eD68F40BAd55A6,1,0,FALSE,FALSE,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0
